投诉问题,投诉对象,发布日期,投诉要求,投诉内容
" 拒绝协商还款,恶意起诉",宁波银行,2021年12月03日 17:45," 协商还款,撤诉",本人之前在宁波银行汇通信用卡借款总额度16万，还了3万多，后来卡片被银行冻结无法使用，现在欠款128***。本人因做生意失败，无力还款，后来导致卡片逾期，曾经多次打电话给银行并且也过去银行支行希望能够和他们协商分期还款，本人有强烈的还款意愿，不是恶意拖欠，但是无法一次性还款那么多，结果银行多次拒绝分期还款。今天收到一条法院起诉短信，但是我在中国审判网上以及打电话12368查询，都没有查询到该起诉，不知道起诉是真是假，我这是无力一次性偿还欠款，不是恶意拖欠。希望黑猫能够介入一下，希望那边能协商还款并且撤诉
" 被起诉,拒绝协商还款",宁波银行,2021年12月02日 22:12," 同意协商还款,撤诉",本人于2020年6月由于资金紧张在滴滴打车平台贷款，出款方是宁波银行，在这期间正常按期还款，由于疫情原因失去工作，没有稳定的收入，失去经济来源，无奈逾期7047元一直未还，如今生计已然成为问题，无奈联系宁波银行协商还款被拒，现投诉宁波银行恶意起诉一事，望宁波银行同意协商还款，并撤销诉讼。
 违法催收,宁波银行,2021年12月02日 15:48," 解释,停止骚扰他人",在宁波银行办理了直接贷业务，因为本人发生变故事情，收入断裂，以及其他的贷款，目前全部处于逾期状态。之前一直很宁波银行协商希望能够协商还款，贷款重组，联系我的人一直拒绝协商，并让我进行还款。给让我还款有还款记录，我根据目前的情况只还了一点进去，那个人工作人员就生气骂我，在我不知情的情况下联系我村里的人，并每天电话骚扰律师函威胁，对我造成严重困扰。 希望宁波银行能给我一个合理的解释，停止对村里人的电话骚扰，并协商一个双方都满意的还款方案
 违法催收,宁波银行,2021年12月02日 13:07," 解释,改善服务",在宁波银行办理了直接贷业务，因为生病，收入断裂，以及其他的贷款，目前全部处于逾期状态。之前一直很宁波银行协商希望能够协商还款，贷款重组，联系我的人一直拒绝协商，并让我进行还款。给让我还款有还款记录，我根据目前的情况只还了一点进去，那个人工作人员就生气骂我，在我不知情的情况下联系我村里的人，并每天电话骚扰，对我造成严重困扰。希望宁波银行能给我一个合理的解释，停止对村里人的电话骚扰，并协商一个双方都满意的还款方案
" 功能限制,冻结账户",宁波银行,2021年11月29日 09:52, 解释,就把我的卡限制了，现在在我的卡取钱取不了，转账也转不了
" 合作商户不诚信,终端设备故障",宁波银行,2021年11月28日 19:00," 解释,改善服务,赔偿",6-7月份因为该公司系统有问题扣款当天没有扣款成功，我的账户是够钱扣的，他们没有扣款成功就发信息说我逾期，后来就扣了我的逾期费用几块钱，我打电话过去问，就说很抱歉会解决，我就想几块钱就算了，他们也一直迟迟没有解决 。后来更过分，8月28号7点多扣款成功，8点多发信息说我逾期，29-30号还不断发信息说我逾期，还打电话说我逾期，还好我有记录，然后他们知道是他们的问题说会给我解决，后面就不了了之，在后面更过分，我账户每个月都存有足够的钱够他们扣款，他们9月份开始系统那边扣款不成功，也不提醒，直到我查征信，发现征信被黑有问题了才知道他们系统有问题却还黑我征信，希望可以给个合理的解释，并改善系统，我不想因为几百块就让自己信用有问题，更何况这不是我个人导致的，到现在我卡里的钱他们还不扣 好一直不大电话过来解决。
" 合作商户不诚信,冻结账户,私自扣款",宁波银行,2021年11月27日 19:44," 退款,解释,改善服务,赔偿,解封账户",本人通过有钱花平台借款100***万分三期，还款形式等额等息，第一笔还款到期11月22日，11月23号10：33还款34035.77（产生利息1400），等待大约2分钟有钱花软件显示还欠款，于10：35又还款34035.77结果我银行卡提示扣款两次，立马联系有钱花商家，商家说第二笔款项可以作为下期还款提前还款，不做退换，本期账单已结束这期间产生利息700多，等于我白交，这个案件牵扯到两家机构，一个是机构：有钱花，另一个就是放款方：宁波银行，宁波银行收到这笔款项肯定不做退换，也不想退利息，那么有钱花也不想吃亏，你不退，我也不会吃亏，我也不退。问题来了有钱花属于网贷机构，可以耍赖。宁波银行是政府机构他们耍赖，有网贷作为挡箭牌。很简单一个例子：我去银行取钱，银行多给我100块钱，他们会打电话要我还回去，否则就认为我违法，但是宁波银行作为国家单位，消费者由于网络问题被造成误转款，他们也不是吃素的，钱我不还，问题退给网贷平台。搞起了幕后人！
 手机上自动乱扣费,宁波银行,2021年11月26日 12:31, 退款,我觉得电子银行扣费必须得告知我们被扣费者扣费的原因是什么
 信用卡自动分期,宁波银行,2021年11月24日 23:30, 取消自动分期,信用卡在宁波银行app激活后，收到了开启自动分期的短信通知。此类给用户带来额外支出的功能，在未经用户显式许可和知情同意的情况下开启，侵犯了用户的权益。并且该银行还设置霸王条款，分期一经开启，再也无法关闭。
" 服务不到位,无协商还款政策",宁波银行,2021年11月24日 13:47," 改善服务,提供停息挂账延长还款",遭遇变故，个人债务全面逾期，联系银行客服表示平台“直接贷”业务逾期无协商还款政策，需按合同规定，有罚息。本人名下贷款、信用卡已全面逾期，有还款意愿，需协商还款
 宁波银行直接贷,宁波银行,2021年11月23日 18:18," 解释,改善服务",我于今年11.14号在宁波银行直接贷借款逾期九天，宁波银行客服在可以联系到我的情况下打电话骚扰我的家人并且让我家人偿还，我不理解我借的的钱为何要让我家人偿还，你有什么事找我谈话，找我家里人是什么意思。我希望给我一个合理解释！
 未开个人全部贷款结清,宁波银行,2021年11月23日 14:11, 开个人全部贷款结清,宁波银行没给开个人全部贷款结清证明，目前只给开单笔50元结清证明，导致无法贷款，需要开下。
 私自扣款,宁波银行,2021年11月22日 22:13, 退款,11月20上午，我妈的建设银行突然收到一条扣款信息，当时她并没有任何消费行为，不知道扣款原因是什么。我登陆她的手机银行查询到扣款地方为中移电子商务有限公司-宁波银行2，我上网查询同时发现了几起显示投诉订单，说明这种无故扣款的操作常常发生，请宁波银行给予我解释并退款。
 催收太厉害,宁波银行,2021年11月18日 15:02," 道歉,改善服务,停息挂账,禁止暴力催收",本人因家庭原因欠下贷款，现在因无力偿还希望通过银行协商，挂账停息，延长还款期限，第三方催收公司多次暴力催收，一直骚扰我，还打电话到我们单位。这样被单位知道，我会被开除，到时候经济来源都没有，我想要跟银行协商，希望银行回复，到时候被开除就真的一点都还不起
 功能限制,宁波银行,2021年11月17日 23:16," 解释,改善服务",经宁波银行业务部人员多次营销，本人于9月份使用了直接贷业务，但通过APP还款不正常，在限额内还款10多次，偶尔成功一次，不知是技术原因还是故意+，请作出解释并尽快解决。附图。
 提前还款收高额违约金,宁波银行,2021年11月17日 22:03, 免收违约金,宁波银行万利金 采用信用卡分期手续费形式 加本金还款，但如果提前还款会收取剩余额度的3%，实际换算隐藏的利息的非常高。 可理解为多收一年的利息钱。同时希望银保监会重视此类银行各种隐藏问题
" 冻结账户,私自扣款,资金流失",宁波银行,2021年11月17日 12:25," 改善服务,解封账户",生意问题，现在宁波银行直接贷预期还不上，欠款本金两万多，在六月份的时候就一直协商分期，银行一直不同意，可是我一下子拿不出来这么多钱。现在直接冻结了我的工资卡，现在跟银行律师协商分六期，然后申请减免利息，也一直不愿意跟我协商。现在是要把我逼上绝路了，冻结我的工资卡，现在连生活费都没有。家里都是靠我一个人。希望银行能多给我几期时间。
 个性化分期，停息挂账,宁波银行,2021年11月15日 21:55, 改善服务,本人目前资金链断联，因为疫情关系等原因导致目前无法偿还每期款项，申请停息挂账，个性化分期48期，给我足够的时间。还款日从2022年1月30日开始。在此期间，请不要有任何的暴力催收行为，以及自动划扣我银行卡，联系紧急联系人等无关人员，若造成任何名誉，生活，工作等行为，将进行维权。恳请机构予以同步谅解。
