投诉问题,投诉对象,发布日期,投诉要求,投诉内容
" 合作商户不诚信,虚假宣传",南京银行鑫梦享,2021年09月17日 17:07," 退款,赔偿",我2019年通过南京银行鑫梦享贷款8000元，现在想提前还款，却被告知要收取高额违约金，本人在申请贷款时，不清楚南京银行的合同条款，南京银行贷款办理后也没有提供贷款合同，只给了还款计划表。但是，还款计划表里面没有说明提前还款会有违约金。贷款办理录音过程中，南京银行办理人员并没有提到任何关于提前还款会产生违约金的话，南京银行根本就是在欺诈消费者！ 2. 贷款的消费用途并不是用于购买家电，南京银行工作人员主动提供虚假信息材料来让客户完成下款，增加业绩。 3. 当时办理贷款时，本人明确告知南京银行工作人员，贷款用于投资房产。请问这样的用途也能完成贷款下发吗？南京银行怎么就敢违反国家政策，默许客户资金流向房地产股市投资理财领域吗？请问这样的贷款南京银行为什么不监管，为什么能下款？ 4. 另外，经济不景气，本人今年收入大幅度降低，希望提前还款减少负担，没想到南京银行竟然要收取如此高利贷式的违约金，简直是晴天霹雳。
 提前还款违约金过高,南京银行鑫梦享,2021年09月16日 16:47, 减少违约金,由于去年资金紧张，用了诚易贷，当时只说提前还款要使用1年，但是没说有违约金。现在想提前还款，违约金居然有1600多，剩余20个月利息一共才3000块，那我提前还款的意义在哪里，还款前期本来就是利息多本金少，真实利率在25%以上，违约金太高不合理，希望减少违约金。
 暴力催收 威胁,南京银行鑫梦享,2021年09月16日 10:58, 改善服务,因为疫情原因 资金周转不开 南京银行连续发消息来催收 还联系我朋友 给我造成很大困扰 还望解决
 暴力催收,南京银行鑫梦享,2021年09月12日 11:48," 改善服务,停止私自上门",2019年10月申请鑫梦享消费贷，之前一直按时还款，今年因为疫情等各种原因，收入减少，这次逾期了，钱一时接不上，于是南京银行的两名男性工作人员，擅自上门到家，号称调查，家里只有70多岁老人，且不说这两个人有没有资格来做个人财务调查，就算我是负债人，负债人也有人权，凭什么擅自上门做所谓的调查？这样上门催收和高利贷有什么区别？
 结清违约金,南京银行鑫梦享,2021年09月06日 19:47, 销违约金,因疫情 无收入无还款能力 借了钱想提前结清贷款 违约金无力偿还
" 虚假宣传,欺骗消费者",南京银行鑫梦享,2021年09月03日 23:34," 退款,赔偿",本人在今天凌晨3、4点左右在南京银行用积分加钱买了俩张天猫超市30的购物卡一直不发卡号和密码，据我所知在我后面买的有些人已经收到的购买的商品，而且我现在连商城都进不去了我要求赔偿我
" 鑫e商城,鑫e商城",南京银行鑫梦享,2021年09月03日 23:07," 解释,改善服务,赔偿",本人于2021.9.3凌晨一点左右在南京银行鑫e商城买的五十天猫礼品卡，到晚上还没有发货，期间南京银行app客服再三保证今天会到，晚上时候看到他们私自更改了订单下单时间     ，并且还是没有到    要求赔偿   ，道歉
" 虚假宣传,欺骗消费者",南京银行鑫梦享,2021年09月03日 21:36, 赔偿,我9月3日凌晨12点在南京银行积分商城用人民币加积分兑换了两张分别50.30面额的天猫卡，一直到现在都没发放。你银行如果是缺货，我觉得正常人完全可以理解，晚个几天发放都没问题。可是据我所知，别人早上10点兑换的卡都是秒到，这说明你不缺货吧？然后别人早上8点兑换没有到的的你们在中午就给发了。这个社会应不应该讲先来后到？你们银行这么做到底什么意思？凌晨买的不配做人？还有，一大早上跟你们客服提了没到的问题，言之凿凿的说今天之内绝对解决，然后到了晚上变另一付嘴脸，说星期一解决。你们是银行吧？不是老赖吧？这到底是个什么意思？你们懂不懂什么叫先来后到？懂不懂什么叫诚实守信？
" 联系不到客服,虚假发货",南京银行鑫梦享,2021年09月03日 21:13," 退款,赔偿,道歉",在南京银行app里，购买了280元的超市卡，购买后一直不发货，导致我无法所用。 后来我去联系了银行客服，也只是给我发了200的卡 还剩80没有发放。 最可气的 发放的200的卡 是无效卡，无法所用！    我再去联系客服 就联系不上客服了。 电话也是全天无法接通！
" 客服不处理,服务不到位,虚假宣传,虚假发货,拒不发货,优惠券问题",南京银行鑫梦享,2021年09月03日 19:50," 退款,赔偿,道歉,解释",本人在9月3日凌晨12点钟兑换积分天猫卡，然后没有收到短信卡密，早晨八点多去找客服，客服说，预计9月3号当天到账，直到现在，9月3号晚上，今天是周五，客服又突然改变主意，说要周一处理，为什么不提前说，欺骗消费者？目前已经有几百名消费者被蒙雨故里
" 客服不处理,虚假宣传,虚假发货",南京银行鑫梦享,2021年09月03日 18:44," 退款,赔偿,道歉,作出处罚",南京银行，积分➕人民币兑换天猫券，一直不到却把订单标记成已完成，问客服也是一问三不知，一再推搡，希望给个说法
 贷款利息高,南京银行鑫梦享,2021年09月03日 10:21, 退款,2020年月份在南京银行贷款，贷款10w，实际到账10w，转给金融机构1w，分48期还款，第一期归还3392.76，以后每期归还2752.76.已经还款（本金利息之和）共计39178.64，现在想提前归还贷款，一看还需要80733.99，其中（违约金3824.08），如果按期每月归还的话，共计还款：132***.84元，个人觉得利息年利率过高，而且提前还款还需要违约金不合理，希望平台能给予帮助。减免利息和违约金
 暴力催收,南京银行鑫梦享,2021年08月30日 12:36," 解释,改善服务",情况如下：鑫梦想2019年5月份申请，共48期，累计还了26期。目前个人资金紧张，10张信用卡逾期停卡封卡，各种网贷也逾期。鑫梦想每月虽有逾期，但还是在鑫梦想多次向家人催收情况下，家人已经代我归还多期，目前仅本期逾期，多次想跟银行协商，银行不同意。现家里情况也不容乐观，已经无法再代我归还，银行要调查情况，去家里拍照，大张旗鼓，村子里人尽皆知，近六十岁的父母不堪承受村里言论已离开村子，母亲更是焦虑不安，多次给我致电，家庭关系严重失和。我深知欠债还钱天经地义，我没有逃避，因为我本人的原因给鑫梦想造成了很多额外工作，但是祸不及妻儿，此事与我父母家人无关，鑫梦想多次威胁家人替我还钱，此次上门更是大张旗鼓。其他贷款逾期的同时，因为鑫梦想催收力度很大，我总是优先处理鑫梦想，即使这样，仍避免不了暴力催收的结局，我希望银行停止暴力催收，不要再给家里人打电话，同本人协商还款事宜。本人愿意承担逾期还款的所有责任，但是真的不要再给我的家庭制造矛盾了
 暴力催收,南京银行鑫梦享,2021年08月26日 15:12, 监管处罚及赔偿损失,本人于2020/06/04在南京银行旗下鑫梦享APP申请诚易贷一笔，金额130***.0元，依照约定自2020/07起，每月20号还款，包含相应的本金及利息。期间，本人保持良好的还款信誉。受公司经营影响，原本每月10号发放工资更改为每月25号发放上月工资。2021/08/20 应还金额：3818.75 ，在事先和贷款经理高**说明情况后，定于本月25号工资到账后及时还款，且我已践行该承诺。该公司旗下员工，王某，男，工号：07046，催收号码：1732141**** ，于2021/08/25白天及夜间十数次联系我本人及家人暴力催收、联系我工作单位催收，且在我明确告知对方本人与高**经理约定还款的情况下，该员工行为性质恶劣，严重影响到我本人正常工作及家人生活。《刑法》第二百五十三条之一规定，国家机关或者金融、电信、交通、教育、医疗等单位的工作人员，违反国家规定，将本单位在履行职责或者提供服务过程中获得的公民个人信息，出售或者非法提供给他人，情节严重的，处三年以下有期徒刑或者拘役，并处或者单处罚金。贷款平台催收是合法的，但是暴力催收是违法的。该公司轰炸式爆通讯录是属于暴力催收行列的，是属于违法行为，故此举报！ 证据资料：本人上述所叙均真实有效，可提供完整的微信聊天记录、通话记录、通话录音、短信记录、APP还款记录等；
 协商还款不受理,南京银行鑫梦享,2021年08月26日 10:56, 协商还款,每期需还款金额太多，无法全额偿还，希望通过协商降低每期还款额度！
